target,kind,encoded_anchor_available,global_best_score,global_success_rate,searched_anchor_score,searched_success,robust_success_rate,search_angle_degrees,angular_support,coverage_type,global_best_metrics,searched_anchor_metrics
push_start_pose,static_pose,False,0.0038481056690216064,1.0,0.0038481056690216064,True,1.0,0.0,1.0,naturally_covered,"{""initial_pose_error"": 0.3893558382987976, ""final_pose_error"": 0.385507732629776, ""minimum_pose_error"": 0.385507732629776, ""pose_error_improvement"": 0.0038481056690216064, ""minimum_position_error"": 0.1361483782529831, ""minimum_rotation_error"": 0.4987187087535858, ""fall"": 0.0, ""unsafe"": 0.0}","{""initial_pose_error"": 0.3893558382987976, ""final_pose_error"": 0.385507732629776, ""minimum_pose_error"": 0.385507732629776, ""pose_error_improvement"": 0.0038481056690216064, ""minimum_position_error"": 0.1361483782529831, ""minimum_rotation_error"": 0.4987187087535858, ""fall"": 0.0, ""unsafe"": 0.0}"
